id,title,处方来源,别名,药物组成,功效,主治,用法用量,备注,处方来源书名,标准药物名称,symptom
18942,橘皮竹茹汤,《金匮》卷中。,竹茹汤、陈皮汤、竹茹橘皮汤,橘皮2斤，竹茹2升，大枣30枚，生姜半斤，甘草5两，人参1两。,,伤寒病后虚羸，哕逆不已；或吐利后，胃虚膈热呃逆；或产后呃逆；或四时伤风咳逆。,以水1斗，煮取3升，温服1升，日3次。,竹茹汤（《医学入门》卷七）、陈皮汤（《医学纲目》卷十六）、竹茹橘皮汤（《中国医学大辞典》）。本方方名，《医学纲目》引作“陈皮竹茹汤”。,金匮,陈皮、竹茹、大枣、生姜、甘草、人参,伤寒 虚羸 哕逆 吐利 胃虚 干呕 产后 感冒 咳逆
18953,猪膏发煎,《金匮》卷中。,膏发煎,猪膏半斤，乱发（如鸡子大）3枚。,润燥通便。,湿热化燥，腑气不通，致患黄疸、阴吹。诸黄。谷气实，胃气下泄，阴吹而正喧。由大劳大热交接，交接后入水所致女劳疸，身目皆黄，发热恶寒，小腹满急，小便难。积聚癥瘕。,上药都拌匀，煎之，发消药成。分2次服。病从小便出。,膏发煎（原书卷下）。,金匮,猪脂膏、血余,湿热 黄疸 遍身壮热 阴寒 膨胀腹满 小便涩 结生瘕聚
18957,消石矾石散,《金匮》卷中。,消石散、矾石散、矾消散、消矾散、矾石消散,消石、矾石（烧）各等分。,,女劳疸。黄家日晡所发热，而反恶寒，膀胱急，少腹满，身尽黄，额上黑，足下热，因作黑疸，其腹胀如水状，大便必黑，时溏。,每服方寸匕，以大麦粥汁和服，日3次。病随大小便去，小便正黄，大便正黑，是候也。,消石散（《圣济总录》卷六十）、矾石散（《鸡峰》卷九）、矾消散（《医学入门》卷七）、消矾散（《类聚方》）、矾石消散（《证治宝鉴》卷九）。本方方名，《证治宝鉴》引作“矾石消石散”。,金匮,消石、白矾,遍身壮热 阴寒 膨胀腹满 足下热 黄疸 心腹胀
18979,甘草干姜茯苓白术汤,《金匮》卷中。,甘姜苓术汤、甘草汤、肾着汤、除湿汤、苓姜术甘汤、茯苓干姜白术甘草汤,甘草2两，白术2两，干姜4两，茯苓4两。,暖土胜湿；补土制水，散寒渗湿；温脾化湿。,肾着。寒湿下侵，身重，腰以下冷重而痛，饮食如故，口不渴，小便自利；胞痹，小便不利，鼻出清涕者；呕吐腹泻，妊娠下肢浮肿，或老年人小便失禁，男女遗尿，妇女年久腰冷带下等，属脾阳不足而有寒湿者。,以水5升，煮取3升，分温3服。腰中即温。,甘姜苓术汤（原书同卷），甘草汤（《外台》卷十七引《古今录验》）、肾着汤（《千金》卷十九）、除湿汤（《三因》卷九）、苓姜术甘汤（《类聚方》）、茯苓干姜白术甘草汤（《奇正方》）。,金匮,甘草、白术、干姜、茯苓,寒湿 举体沉重 腰以下冷 口不渴 小便利数 大小便不通 干呕 腹泻 妊娠 浮肿 失禁 淋沥不断 带下
18990,大黄牡丹汤,《金匮》卷中。,瓜子汤、大黄汤、大黄牡丹皮汤,大黄4两，牡丹1两，桃仁50个，瓜子半升，芒消3合。,泻热破瘀，散结消肿。排血利尿。攻下荡热消痈，清肠消炎。抗菌消炎，增进血液循环，促进胃肠蠕动，排除肠内积物。,肠痈初起，湿热瘀滞，少腹肿痞，疼痛拒按，小便自调，或善屈右足，牵引则痛剧，或时时发热，身汗恶寒，舌苔薄腻而黄。现用于湿热瘀滞的急性阑尾炎、妇女急性盆腔炎、附件炎、痔漏。肠痈者，少腹肿痞，按之即痛如淋，小便自调，时时发热，自汗出，复恶寒，其脉迟紧，脓未成。产后恶露不下，小便不利，血水壅遏，少腹满痛，通身浮肿，大便难者；经水不调，赤白带下，赤白痢疾，小腹凝结，小便赤涩，或有水气者。瘀血冲逆；桃核承气汤证而小便不利；内痔、毒淋、便毒。,以水6升，煮取1升，去滓；纳芒消，再煎沸，顿服之。有脓当下；如无脓，当下血。,瓜子汤（《千金》卷二十三（注文）引《肘后方》）、大黄汤（《外科集腋》卷四）、大黄牡丹皮汤（《杂病证治新义》）。《金匮要略今释》：盲肠阑尾之炎，当其发炎而脓未成之际，服本方则炎性渗出物随下，其状亦似脓。方后所云：有脓当下者，盖指此。非谓脓成之证亦可用本方也。脓成与否，为本方与薏苡附子败酱散之界画，不容假借。其证候，在肿痛处之痞硬与濡软，在寒热与无热，在脉之迟紧与数，学者详焉。,金匮,大黄、银箔、桃仁、冬瓜子、芒消,肠痈 湿热 瘀血作痛 疼痛 拒按 遍身壮热 阴寒 苔薄 痔漏 淋 有汗 脉沉而迟 产后 恶露不下 大小便不通 膨胀腹满 遍身洪肿 大便结燥 月经不调 赤白带下 赤白痢 小便短赤 瘀血
19035,茯神散,《经放产宝·续编》。,,茯神（去木）1钱，人参7钱半，黄耆7钱半，赤芍药7钱半，牛膝7钱半，琥珀（研）7钱半，龙齿（研）7钱半，生地黄1两半，桂心半两。,,产后血邪，心神恍惚，言语失度。睡卧不安。,每服3钱，水煎服。,,,茯神、人参、黄芪、赤芍、牛膝、琥珀、龙齿、鲜地黄、肉桂,产后 血邪 心神恍惚 不睡
19044,太极光,《经目屡验良方》。,,孔雀尾4钱（甘草水洗，撮土搓之，复用水洗净晒干，为末纯用，尾端圆处更胜），乳香2钱，没药（各去油，净）2钱，蜈蚣2钱，全蝎2钱，磁石（火煅）2钱，麝香2钱，蝼蛄（晒干）2钱，雄黄（醋浸透，换白萝卜汁煮用）2钱，朱砂2钱，水银5钱，牙硝1两2钱5分，硫黄2两5钱。,,男女大小百病，恶疮肿毒，筋骨疼痛，左瘫右痪。,每症各取药置患处，以火焠着灸之。灸时要避风，如遍身风气痛，则置药于各处骨节间温灸之，重症灸后须避风7日。,,经目屡验良方,孔雀尾、乳香、没药、蜈蚣、全蝎、磁石、麝香、蝼蛄、雄黄、朱砂、水银、消石、硫黄,疮疥 身疼 左瘫右痪
19046,圣散子,《经效产宝·续编》引《济急方论》。,,泽兰9分，石膏8分（如粉），芎藭7分，当归7分，芜荑7分，芍药7分，甘草7分，干姜5分，桂心5分，细辛4分，卷柏（去土）4分，柏子仁4分，茱萸4分，防风（去芦头）4分，南椒（出汗）4分，厚朴（姜汁炙）4分，茯苓4分，白芷3分，白术3分，人参3分，丹参3分，藁本3分，五味子3分，黄耆3分，乌头（炮）2分，白薇2分。,,产后诸疾。,每服2钱匕，以热酒调下。,,济急方论,泽兰、石膏、川芎、当归、芜荑、红药子、甘草、干姜、肉桂、细辛、卷柏、柏子仁、艾实、防风、花椒、厚朴、茯苓、白芷、白术、人参、丹参、藁本、五味子、黄芪、乌头附子尖、白薇,产前后诸疾
19047,定痛汤,《经效产宝》卷上。,,芎?3两，当归3两，茯苓3两，厚朴3两（炙）。,,妊娠卒心痛，气欲绝。,上以水6升，煎取2升，分为两服。,本方改为丸剂，名“定痛丸”（见《医略六书》）。,经效产宝,川芎、当归、茯苓、厚朴,妊娠 血气冲心痛 气息欲绝
19050,连翘汤,《经效产宝》卷下。,,连翘子10分，升麻10分，芒消10分，玄参8分，芍药8分，白蔹8分，汉防己8分，夜干8分，大黄12分，甘草6分，杏仁80个（去尖）。,利下热毒。,产后妒乳并痈。,用水9升，煎取3升，下大黄，次下消，分3服。,,经效产宝,连翘、升麻、芒消、玄参、红药子、白蔹、防己、射干、大黄、甘草、杏仁,乳悬 痈
19051,续命汤,《经效产宝》卷中。,,白蜜1匙头，生姜1片。,,产后骤血不止。,同煎，候蜜色赤，投童子小便1升，去姜，更煎两沸，顿服之。,,经效产宝,蜂蜜、生姜,产后 血不止
19052,独活汤,《经效产宝》卷中。,独活干姜汤,独活4分，干姜6分，甘草2分，生姜6分。,,产后中风，重者名为蓐风。,上以水2大升，煎取1大升，分为两服。,独活干姜汤（《普济方》卷三五○）。,经效产宝,独活、干姜、甘草、生姜,产后 中风
19053,当归汤,《经效产宝》卷中引《经效方》。,,当归2两，桂心2两，芎?2两，橘皮2两，生姜2两，吴茱萸2两，芍药3两。,,产后气虚，冷搏于血，血气结滞，上冲心满胀。,以水3升，煮取1升，空心服。,《医方类聚》引《产宝》有槟榔仁二两。,经效产宝,当归、肉桂、川芎、陈皮、生姜、吴茱萸、红药子,产后气虚 结滞 毒气冲心
19054,黑神散,《经效产宝续编》。,黑桂散、蒲黄黑神散,雄黑豆（小者是，炒，去黑皮）2两，当归、芍药、甘草（炙）、干姜、蒲黄（用安石器内，炒赤色）、肉桂、熟地黄（温水洗）各等分。,,死胎不下，产后血运，恶露不尽，腹痛。,每服2钱，空心温酒调下。,黑桂散（《圣济总录》卷一六○）、蒲黄黑神散（《卫生家宝产科备要》卷四）。,经效产宝续编,黑大豆、当归、红药子、甘草、干姜、蒲黄、肉桂、熟地黄,死胎不出 产后血运 恶露未尽 肚腹痛
19057,神效达生散,《经验百方》卷上。,,苏梗1钱5分，当归1钱（酒洗），白芍2钱（酒炒），甘草3分，川芎1钱（酒炒），大腹皮1钱（黑豆汁洗），枳壳1钱（麸炒），白术1钱（土炒），陈皮8分，川贝2钱（去心），葱头2个。,,久惯小产。,水煎服。孕至3月后常服之。,,经验百方,紫苏梗、当归、白芍、甘草、川芎、大腹皮、枳壳、白术、陈皮、川贝母、洋葱,流产
19067,四味拔毒散,《经验方》卷上。,,滑石5两，铅粉2两，炉甘石1两（入烊银罐内烧透，以黄连汁煅淬数次）。,,热疖初起，及一切湿毒、胎毒。,陈菜油调敷。,,经验方,滑石、铅粉、炉甘石,疖
19082,荞脂丸,《经验各种秘方辑要》。,,荞麦5升（淘去灰，晒，磨，筛去粗皮，只取净面），画边胭脂2两（此系苏木、茜草、红花、乌梅煎染绵茧而成）。,,逆经痛。凡闺女在室，行经并无疼痛，及出嫁后忽患经痛，服药罔效。此乃新婚不知禁忌，或经将来，或行经未净，遂再交媾，震动血海，损及冲任，以致瘀滞凝结，月逢行经，断难流畅，是以作痛。,每服5钱，早晨用开水送下。,,经验各种秘方辑要,荞麦、胭脂花,经前腹痛 疼痛 瘀血作痛 作痛
19105,止带妙应丸,《经验各种秘方辑要》。,,极陈石灰2两，茯苓1两，莲须1两（炒黑），山药1两。,,妇女白带时多。,每日早、晚以莲子汤或米饮汤送下。,,经验各种秘方辑要,石灰、茯苓、莲须、山药,带下
19114,一粒金丹,《经验各种秘方辑要》。,,滴乳香4分，明雄黄4分，猪牙皂4分，生川乌4分，明月石4分，上辰砂4分，上沉香4分，官桂4分，良姜4分，巴豆4分，大黄4分，细辛4分，麝香2分。,,浑身痛，心中刺痛，绞肠瘀，水泻，痢疾，牙痛，及妇人赤白带下。,每用1丸，用新棉花包，塞鼻中，男左女右。,,经验各种秘方辑要,乳香、雄黄、皂荚、川乌、硼砂、朱砂、沉香、桂花、高良姜、巴豆、大黄、细辛、麝香,身疼 血气冲心痛 绞肠 水泻 痢不止 齿痛 赤白带下
19127,煨脐种子方,《经验广集》卷三。,,韭菜子1两，蛇床子1两，附子1两，肉桂1两，川椒3两。,,男子精寒痿弱，白浊遗精；女人子宫虚冷，赤白带下。,上以麻油2斤，飞丹13两，将药熬枯去滓，熬至滴水成珠，摊如酒杯大，贴之。又用硫黄1两，丁香1钱，麝香3分研末，捣独蒜为丸，如豌豆大，每用1丸，安于脐内，用膏盖之。,,经验广集,韭菜、蛇床子、附子、肉桂、花椒,精冷 痿弱 小便浊败 阴中冷 赤白带下
19138,万灵神膏,《经验广集》卷四。,,连翘1两，山栀1两，防风1两，羌活1两，独活1两，黄连1两，赤芍1两，生地1两，当归1两，川芎1两，大黄1两，玄参1两，苦参1两，白芷1两，五倍1两，桔梗1两，白及1两，白蔹1两，官桂1两，两头尖1两，山慈姑1两，花粉1两，蓖麻子1两，木鳖子1两，红芽大戟1两，杏仁40粒，巴豆40粒。,,咽喉喘嗽，负重伤力，男子遗精，女人白带，月经不调，膨胀，左瘫右痪，心胃肚腹疼痛，痞块，痈疽瘰疬，疥癣，一切肿毒，跌打损伤，四时伤寒，呕吐。,咽喉喘嗽，或负重伤力，贴前胸，用火烤手摩百次；男子遗精，女人白带，月经不调，膨胀，俱贴气海穴；左瘫右痪及心胃肚腹疼痛，俱贴患处；男妇痞块，贴患处，再用面作圈放痞上，皮消1两，鸽粪5钱，共和匀捣烂入圈内，以熨斗频熨即愈；痈疽瘰疬初起，火烤手摩出汗即愈，其疥癣有脓血者不用摩，一切肿毒并跌打损伤，俱贴患处；四时伤寒贴背，火烤出汗为度；呕吐贴心口，或肺俞穴。,,经验广集,连翘、栀子、防风、羌活、独活、黄连、赤芍、鲜地黄、当归、川芎、大黄、玄参、苦参、白芷、五倍子、桔梗、白及、白蔹、桂花、竹节香附、慈姑、天花粉、蓖麻子、木鳖子、红大戟、杏仁、巴豆,喘嗽 带下 月经不调 膨胀 左瘫右痪 肚腹痛 痞积 痈 瘰疬 肿毒 跌打损伤 四时伤寒 干呕
19141,七味丸,《经验广集》卷一。,,熟地8两，山茱萸4两，山药4两，丹皮3两，泽泻3两，肉桂2两，大附子2两。,,命门火衰，不能生土，以致脾胃虚寒而患流注不溃，或饮食少思，或食而不化，或脐腹疼痛，夜多便溺；又治妇人脬转，小便不通。,每服80丸，空心白汤送下。,,经验广集,熟地黄、山茱萸、山药、牡丹皮、泽泻、肉桂、附子,脾胃虚寒 流注 饮食不下 腹中疼痛 小便数日不通
19175,阿魏通经丸,《经验良方》。,,铁粉10钱，阿魏3钱，芦荟3钱，没药3钱。,,子宫冲逆，因经闭者。,每服15丸，1日数次。,,经验良方,铁粉、阿魏、芦荟、没药,子宫冲逆 月经不通
19190,仙传救苦汤,《经验秘方》卷上。,,大黑豆3合（炒熟），生姜1块（重2-3两，切片）。,,夏月贪凉，寒气潜入腠里，致男妇中寒阴症。,用水3碗，煎数沸取起，去姜、豆，服汁。避风，待汗出透即愈。,,经验秘方,黑大豆、生姜,阴户中寒
19198,赤龙丸,《经验秘方》引江大丞方（见《医方类聚》卷二十三）。,,荆芥2两半，草乌2两半，破故纸（炒）2两半，羌活1两，白芷1两，乌豆1两，川牛膝1两，黑牵牛（炒）半两，茴香（炒）半两，紫金皮半两，川萆薢半两，川芎7钱半，木瓜3钱，独活1两半。,,诸般风瘫，偏正头风，风眼牙痛，气滞腰痛，腿脚肿痛，风湿脚气，走注风，鸡爪风，皮肤燥痒，风疮下疰，破伤风，瘰疬，胎前产后诸风，痈疽肿痛，气血凝滞，肾经湿痒，筋骨拘挛，肠风痔漏，风痰喘嗽，口眼?斜，诸痫，小儿惊风。,每服20丸，诸般风瘫痪，黑豆汤送下；偏正头风，川芎茶送下；风眼牙痛，薄荷汤送下；气滞腰痛，茴香汤送下；腿脚肿痛，木瓜酒送下；风湿脚气，木瓜酒送下；走注风，防风酒送下；鸡爪风，麝香酒送下；皮肤燥痒，火麻子研酒送下；风疮下疰，赤豆酒送下；破伤风，乳香酒送下；瘰疬，荆芥茶送下；胎前、产后诸风，当归酒送下；痈疽肿痛，生姜酒送下；气血凝滞，生地黄研酒送下；肾经湿痒，飞过盐沸酒送下；筋骨拘挛，松节酒送下；肠风痔漏，槐花酒送下；风痰喘嗽，生姜半夏汤送下；口眼?斜，木香、前胡酒送下；诸痫，朱砂、麝香酒送下；小儿惊风，朱砂、薄荷酒送下。,,医方类聚,荆芥、圆节山蚂蝗、补骨脂、羌活、白芷、黑大豆、川牛膝、黑牵牛、小茴香、红木香、萆薢、川芎、木瓜、独活,偏正头风 齿痛 气滞 腰痛 肿痛 风湿脚气 风疮 下疰 破伤风 瘰疬 产后气虚 痈 血结 四肢急掣 肠风 痔漏 痰喘 小儿惊痫
