主治,功能团
"['月经不调', '不育', '渐渐羸瘦', '肢体怠情', '虚劳', '少力', '骨疼', '心忪', '胸满', '血气风劳', '痞闷不食']","[['月经不调', '不育'], ['渐渐羸瘦', '肢体怠情']]"
"['动胎', '卧起不安']",[]
"['肚腹痛', '月经不调', '带下', '痰饮', '作痛', '虚羸', '脉弦虚', '心忪', '腹胁', '失色', '力弱']","[['肚腹痛', '月经不调'], ['月经不调', '带下']]"
"['头痛', '疼痛', '血风劳', '涩', '眼赤', '虚肿', '肾脏风', '生翳', '作热', '睛疼', '攀睛胬肉']","[['疼痛', '血风劳']]"
"['大便结燥', '大便结燥', '胸膈', '气逆', '风湿脚气', '浮肿', '中焦', '胁气']",[]
"['头痛', '产后百损', '气弱']",[]
"['遍身壮热', '产后百损', '不安']",[]
"['产后', '恶露未尽', '瘀血', '破伤风', '跌打损伤', '痰迷']","[['产后', '恶露未尽']]"
"['烦愦', '痈', '神昏', '痘疹', '疔疮', '暴痛', '发乳']",[]
"['阴蚀疮', '不痛']",[]
"['烦热', '血热', '下肢溃疡']",[]
['阴蚀疮'],[]
"['寒热', '口干', '烦躁', '乳痈', '肿痛']","[['寒热', '口干'], ['乳痈', '肿痛'], ['口干', '烦躁']]"
"['痈', '肿痛', '瘰疬', '疖', '气滞不行', '血海干涸', '肿毒']","[['痈', '疖'], ['痈', '瘰疬'], ['肿痛', '疖']]"
"['涩', '血热', '眼赤', '经期衄血']",[]
"['头痛', '眩晕', '血崩', '元气虚惫', '赤眼肿痛', '生翳']",[]
['奶癣'],[]
['内障'],[]
"['产后', '肚腹痛', '昏迷不省', '血迷']","[['产后', '肚腹痛']]"
"['产后百损', '不安', '恍惚', '惊悸', '气弱']","[['不安', '恍惚'], ['产后百损', '恍惚']]"
"['产后', '胀满', '浮肿']",[]
"['寒热', '疼痛', '肌体羸瘦', '瘀血', '产前后诸疾', '产前后诸疾', '死胎不出']","[['寒热', '肌体羸瘦']]"
"['产后滞血', '血痢']",[]
"['产后', '口干', '血亏']",[]
"['产后', '腹内痛', '瘀血', '小便涩', '热邪']",[]
"['产后', '恍惚', '惊悸']",[]
"['产后', '气血', '痈', '败血']",[]
"['寒热', '瘀血', '不和', '产前后诸疾']",[]
"['产后', '大便后下血']",[]
"['产后', '恶露不下', '虚火']",[]
"['心神多躁', '产后百损', '短气']",[]
"['寒邪', '气滞', '血结', '阴冷']",[]
"['月经过多', '汗出', '热入血室']",[]
['阴痒'],[]
"['夜寐不安', '七情内伤']",[]
['出血'],[]
"['寒热', '中风', '疟']",[]
['疮疥'],[]
['出血'],[]
"['妊娠', '大小便不通', '胀满', '产后四肢浮肿', '肿满', '喘嗽']",[]
"['干呕', '妊娠呕恶冲逆']","[['干呕', '妊娠呕恶冲逆']]"
"['妊娠', '血热', '小便尿血']",[]
['作痛'],[]
"['疼痛', '涩', '小便利数', '子淋']",[]
"['妊娠', '头目眩晕', '心神多躁', '痰饮', '妊娠呕恶冲逆', '胃虚', '多痰']",[]
"['作痛', '停滞']",[]
"['妊娠', '腹刺痛']",[]
"['干呕', '肌体羸瘦', '烦愦', '妊娠呕恶冲逆', '心中热']","[['干呕', '妊娠呕恶冲逆']]"
['腹内'],[]
"['产后', '干呕', '遍身壮热', '小便短赤']","[['产后', '遍身壮热'], ['产后', '干呕']]"
"['肚腹痛', '遍身壮热', '产后滞血']","[['肚腹痛', '遍身壮热']]"
"['产后', '遍身壮热', '阳无所附']","[['产后', '遍身壮热']]"
"['产后', '遍身壮热', '口干', '心神多躁', '阴寒', '抽搐']","[['产后', '遍身壮热'], ['口干', '心神多躁'], ['遍身壮热', '阴寒'], ['遍身壮热', '口干']]"
"['产后', '气血', '神昏', '言语不得', '郁冒']",[]
"['背项强直', '有汗', '风邪', '身如角弓反张', '血脏宿冷', '产后气血不足']",[]
"['遍身壮热', '风感太阳', '无汗']",[]
"['月经先期', '色赤', '血涩少']",[]
['身疼'],[]
"['寒邪', '经前腹痛']",[]
"['月经先期', '血多']",[]
['内热'],[]
"['不育', '痰闭子宫', '肥盛']","[['痰闭子宫', '肥盛']]"
"['不育', '痰闭子宫', '形肥']",[]
"['冷痛', '寒湿带下']",[]
['带下'],[]
['面无色'],[]
"['不止', '寒邪']",[]
"['肚腹痛', '面色苍白']",[]
"['出痘', '过期不止']",[]
"['口干', '面色发红', '腥秽']",[]
"['咳嗽', '冲任不固', '咯痰带血']",[]
['大便结燥'],[]
['热毒'],[]
"['胎热', '口臭']",[]
['结毒'],[]
['带下'],[]
"['寒热', '头目眩晕', '盗汗', '心神惊悸', '自汗', '无力', '淋沥不断', '舌质淡', '苔薄', '鬓发落', '梦交', '多梦', '弦急']","[['盗汗', '自汗'], ['舌质淡', '苔薄'], ['寒热', '头目眩晕']]"
"['口干', '阴痒', '阴肿', '干湿疥癣']","[['阴痒', '阴肿']]"
"['产后', '腹内痛', '虚劳', '胁痛', '里急', '寒疝']",[]
"['饮食不下', '饮食不下', '月经不通', '月经不通', '咳嗽', '肌体羸瘦', '五劳', '冲任不固', '烦热', '潮热', '面色苍黄', '膨胀腹满', '瘀血', '心腹胀满', '干血', '小儿疳', '羞明', '翳膜', '食伤', '视物不明', '皮肤干燥', '肿块', '肌肤甲错', '雀目', '肝硬化', '目眶黯黑', '脸烂']","[['羞明', '视物不明'], ['羞明', '翳膜'], ['饮食不下', '月经不通'], ['饮食不下', '肌体羸瘦'], ['月经不通', '肌体羸瘦'], ['饮食不下', '月经不通', '肌体羸瘦']]"
"['饮食不下', '咳嗽', '口干', '腹中疼痛', '元气虚惫', '大小便不通', '痰饮', '肢体怠情', '面色黄青', '盗汗', '腰痛', '虚劳', '无力', '烦热', '潮热', '风湿脚气', '面目青黑', '小便数日不通', '夜寐不安', '面色发红', '短气', '牙关紧闭', '舌质淡', '脉弦虚', '水肿', '肾虚', '咳逆', '消渴', '小腹急疼', '脉微', '咳喘', '脾胃虚寒', '齿痛', '吐痰', '口不渴', '骨弱', '虚浮', '肺气不足', '不能摄血', '虚衰', '阴疽']","[['潮热', '面色发红'], ['咳嗽', '口干']]"
"['妊娠', '眩晕', '大小便不通', '阴寒', '举体沉重']","[['妊娠', '眩晕']]"
"['遍身壮热', '口干', '带下', '不止', '烦热', '膨胀腹满', '瘀血', '湿气下利', '里急']","[['遍身壮热', '口干']]"
['阴寒'],[]
"['脉滑', '脓水淋漓']",[]
"['饮食不下', '月经过多', '喘促', '面色黄青', '死胎', '流产', '漏血不止', '畏寒', '伤胎', '冷汗', '闷绝欲死', '胎动在脐上']","[['流产', '漏血不止']]"
"['产后', '肚腹痛', '痈', '烦满']","[['产后', '肚腹痛']]"
"['月经不通', '不止', '结生瘕聚', '干血']","[['月经不通', '结生瘕聚']]"
"['疟', '腹刺痛', '腹中积血']",[]
"['干呕', '烦乱']",[]
"['产后', '妊娠', '月经过多', '月经过多', '月经过多', '月经过多', '腹中疼痛', '渐渐羸瘦', '崩中漏下', '腰痛', '冲任不固', '冲任不固', '漏血不止', '短气', '淋沥不断', '闷乱', '下元不固']","[['妊娠', '月经过多']]"
"['月经不调', '动胎', '心腹疼痛', '堕胎', '血下少']","[['动胎', '心腹疼痛']]"
"['妊娠', '眩晕', '大小便不通', '心神惊悸', '作痛', '浮肿', '舌质淡', '小腹急疼', '苔白腻']","[['妊娠', '眩晕']]"
"['妊娠', '涩', '大便结燥', '小便淋露不止', '痔疮', '心胸噎闷', '色黄', '肠燥']",[]
"['产后', '遍身壮热', '头痛', '中风']","[['产后', '头痛'], ['遍身壮热', '头痛'], ['产后', '遍身壮热'], ['产后', '中风'], ['产后', '遍身壮热', '头痛']]"
"['心神多躁', '大便后下血', '产后久痢']",[]
"['妊娠', '饮食不下', '干呕', '动胎', '带下', '外感', '寒湿', '胎气有伤']","[['妊娠', '干呕'], ['饮食不下', '干呕'], ['妊娠', '动胎'], ['妊娠', '饮食不下'], ['妊娠', '饮食不下', '干呕']]"
"['干呕', '喘促', '痰饮', '痰饮', '痰饮', '恶心', '壅盛', '脘痞']","[['痰饮', '壅盛'], ['痰饮', '恶心'], ['干呕', '恶心']]"
"['妊娠', '干呕']","[['妊娠', '干呕']]"
"['产后', '月经不调', '大便结燥', '血结', '淋', '小便涩', '小便涩', '腹胁刺痛', '舌苔花白', '小便尿血', '膨胀', '口不渴', '口不渴', '腹中坚满', '阻滞', '癃闭', '小腹满痛', '舌质暗红', '少腹满如敦状', '脉络怒张', '水气内停', '淋毒沉滞']",[]
"['肚腹痛', '月经不通', '腹中', '干血']",[]
"['产后', '干呕', '伤寒', '虚羸', '感冒', '胃虚', '咳逆', '吐利', '哕逆']","[['产后', '干呕']]"
"['遍身壮热', '结生瘕聚', '阴寒', '膨胀腹满', '小便涩', '湿热', '黄疸']","[['遍身壮热', '阴寒']]"
"['遍身壮热', '心腹胀', '阴寒', '膨胀腹满', '黄疸', '足下热']","[['遍身壮热', '阴寒']]"
"['妊娠', '干呕', '带下', '大小便不通', '小便利数', '寒湿', '淋沥不断', '浮肿', '举体沉重', '口不渴', '腹泻', '腰以下冷', '失禁']","[['妊娠', '干呕']]"
"['产后', '月经不调', '遍身壮热', '赤白带下', '疼痛', '大小便不通', '阴寒', '恶露不下', '大便结燥', '赤白痢', '膨胀腹满', '有汗', '瘀血', '淋', '遍身洪肿', '小便短赤', '湿热', '痔漏', '脉沉而迟', '拒按', '苔薄', '瘀血作痛', '肠痈']","[['瘀血作痛', '肠痈'], ['产后', '遍身壮热'], ['遍身壮热', '阴寒'], ['月经不调', '赤白带下'], ['大便结燥', '小便短赤']]"
"['产后', '不睡', '心神恍惚', '血邪']","[['不睡', '心神恍惚']]"
"['身疼', '疮疥', '左瘫右痪']",[]
['产前后诸疾'],[]
"['妊娠', '血气冲心痛', '气息欲绝']",[]
"['痈', '乳悬']",[]
"['产后', '血不止']",[]
"['产后', '中风']","[['产后', '中风']]"
"['产后气虚', '毒气冲心', '结滞']",[]
"['肚腹痛', '恶露未尽', '死胎不出', '产后血运']",[]
['流产'],[]
['疖'],[]
"['疼痛', '作痛', '经前腹痛', '瘀血作痛']",[]
['带下'],[]
"['赤白带下', '痢不止', '身疼', '血气冲心痛', '齿痛', '水泻', '绞肠']","[['赤白带下', '痢不止']]"
"['赤白带下', '阴中冷', '小便浊败', '精冷', '痿弱']","[['阴中冷', '小便浊败'], ['赤白带下', '小便浊败'], ['精冷', '痿弱'], ['赤白带下', '阴中冷'], ['赤白带下', '阴中冷', '小便浊败']]"
"['干呕', '肚腹痛', '月经不调', '带下', '痈', '痞积', '左瘫右痪', '瘰疬', '膨胀', '跌打损伤', '喘嗽', '肿毒', '四时伤寒']","[['干呕', '肚腹痛'], ['肚腹痛', '月经不调'], ['痈', '瘰疬'], ['月经不调', '带下']]"
"['饮食不下', '腹中疼痛', '小便数日不通', '流注', '脾胃虚寒']",[]
"['月经不通', '子宫冲逆']",[]
['阴户中寒'],[]
"['腰痛', '四肢急掣', '痈', '气滞', '产后气虚', '风湿脚气', '血结', '肠风', '偏正头风', '小儿惊痫', '肿痛', '痰喘', '瘰疬', '痔漏', '破伤风', '齿痛', '风疮', '下疰']","[['肠风', '痔漏'], ['痈', '瘰疬']]"
"['死胎', '面目青黑', '指甲青']",[]
"['赤白带下', '猪肝水']",[]
"['作热', '乳肿']",[]
['浮肿'],[]
['大小便不通'],[]
"['中风', '昏迷不省', '牙关紧闭', '痰气']","[['昏迷不省', '牙关紧闭']]"
['气短促'],[]
['胎前白带'],[]
"['痢不止', '带下', '阴寒', '赤白痢', '气寒']",[]
"['饮食不下', '干呕', '肚腹痛', '寒热', '寒热', '痢不止', '烦愦', '痰饮', '胸膈', '胀满', '夜寐不安', '痞积', '小儿惊痫', '惊风', '壅盛', '痰热', '急躁']","[['干呕', '肚腹痛'], ['痰饮', '壅盛'], ['干呕', '痢不止'], ['饮食不下', '寒热'], ['饮食不下', '干呕'], ['干呕', '寒热'], ['肚腹痛', '痢不止'], ['饮食不下', '干呕', '寒热'], ['干呕', '肚腹痛', '痢不止']]"
"['产后', '肚腹痛', '不育', '热毒', '虚劳', '风湿脚气', '寒湿', '脚手痹顽', '偏正头风', '腰腿疼痛', '诸虚百损', '肾虚', '疔疮', '反胃', '偏坠', '噎膈']","[['风湿脚气', '寒湿'], ['脚手痹顽', '偏正头风'], ['产后', '肚腹痛']]"
"['中风', '昏迷不省', '言语不得', '小儿惊痫', '牙关紧闭', '左瘫右痪', '气急', '多痰', '痰盛', '手足挛急', '口眼歪斜']","[['昏迷不省', '牙关紧闭'], ['中风', '言语不得'], ['牙关紧闭', '手足挛急']]"
['脓水淋漓'],[]
"['五劳', '半身不遂', '淋', '腰腿疼痛', '诸虚百损', '带浊', '膀胱疝气']","[['五劳', '诸虚百损']]"
"['妊娠', '肚腹痛', '月经过多']","[['肚腹痛', '月经过多'], ['妊娠', '肚腹痛'], ['妊娠', '月经过多'], ['妊娠', '肚腹痛', '月经过多']]"
"['干呕', '眩晕', '痞闷', '妊娠烦闷']","[['干呕', '眩晕']]"
"['产后气短', '虚汗']",[]
"['月经不调', '带下', '渐渐羸瘦', '骨蒸潮热', '成胎', '血虚有热']","[['月经不调', '带下']]"
"['月经过多', '崩中漏下', '吐血不止']",[]
"['产后', '遍身壮热', '眩晕', '身疼', '四肢拘挛']","[['产后', '遍身壮热']]"
"['饮食不下', '肚腹痛', '月经不调', '不育', '气血', '瘦弱', '带浊', '腰酸']","[['饮食不下', '月经不调'], ['肚腹痛', '月经不调'], ['月经不调', '不育']]"
"['动胎', '痢不止', '疼痛', '气滞', '两胁膈胀']",[]
"['疼痛', '产后儿枕']",[]
"['饮食不下', '干呕', '动胎', '痢不止', '吞酸', '血脏宿冷', '阴户中寒']","[['干呕', '痢不止'], ['饮食不下', '干呕']]"
"['带下', '头目眩晕', '头目眩晕', '喘促', '小便利数', '耳内虚鸣', '阴虚', '湿热', '耳聋', '腰痠', '咽喉肿痛', '虚火', '急痛', '阴痒', '舌质红', '尺脉', '癃闭']","[['小便利数', '耳内虚鸣']]"
"['带浊', '久痢', '久泻', '肠滑不固']",[]
"['难产', '死胎不出']","[['难产', '死胎不出']]"
"['产后', '遍身壮热', '噎膈', '血热妄行']","[['产后', '遍身壮热']]"
"['月经过多', '崩中漏下', '肠风']","[['月经过多', '肠风']]"
"['月经不通', '产后滞血', '血滞', '拒按', '血厥', '实痛']",[]
"['月经不调', '不安']",[]
"['气逆', '不调', '阻滞']",[]
"['伤寒', '痈', '冷气', '乳痈', '瘟疫', '赤眼肿痛', '闭塞', '阴毒']","[['痈', '乳痈']]"
"['小便利数', '漏血不止', '精滑', '带浊', '不痛']",[]
"['咳嗽', '胸膈', '咯痰带血', '肺胃痈']",[]
"['不安', '内热']",[]
"['动胎', '气血', '神昏', '脉微']",[]
"['赤白带下', '血崩', '不安', '阴虚', '淋沥不断', '内热', '带浊', '淋证', '脉滑', '便血多']","[['阴虚', '内热'], ['赤白带下', '血崩']]"
"['遍身壮热', '外感', '瘟疫', '发狂']",[]
['堕胎'],[]
"['产后', '产后', '动胎', '带下', '崩中漏下', '血亏', '恶露未尽', '冲任不固', '阴虚', '精滑', '精滑', '带浊', '阴挺', '经水因虚不固']","[['带下', '崩中漏下'], ['产后', '恶露未尽']]"
"['干呕', '肚腹痛', '痰饮', '霍乱', '寒湿', '吐泻', '胀满']","[['干呕', '肚腹痛'], ['霍乱', '吐泻']]"
"['不止', '崩中漏下', '五劳', '大便后下血', '不能摄血', '郁怒']",[]
"['月经过多', '血热', '湿热', '带浊']",[]
"['遍身壮热', '血崩', '肢体怠情', '阴寒', '大便后下血']","[['遍身壮热', '阴寒']]"
"['痢不止', '崩中漏下', '肠风', '带浊', '滑泄', '血脱']",[]
"['寒热', '元气虚惫', '产后滞血', '鬼胎']",[]
"['遍身壮热', '咳嗽', '气短促', '精神不守', '手足厥寒', '肾虚', '虚火', '大便时溏', '腰膝酸痛或冷痛', '阴盛']","[['遍身壮热', '咳嗽'], ['肾虚', '虚火']]"
"['产后', '遍身壮热', '头痛', '口干', '伤寒', '不止', '元气虚惫', '血亏', '疟', '吐血不止', '虚劳', '烦热', '潮热', '脉弦数', '惊悸', '烦渴', '血热', '内热', '脉弦虚', '耳聋', '衄血', '月经后期', '气弱', '热病', '怔忡不宁', '虚火', '胀痛', '咯血', '热痛', '燥热', '色紫']","[['吐血不止', '咯血'], ['产后', '头痛'], ['遍身壮热', '头痛'], ['产后', '遍身壮热'], ['遍身壮热', '伤寒'], ['吐血不止', '衄血'], ['头痛', '伤寒'], ['遍身壮热', '口干'], ['衄血', '咯血'], ['吐血不止', '衄血', '咯血'], ['产后', '遍身壮热', '头痛'], ['遍身壮热', '头痛', '伤寒']]"
"['气血', '痘疹']",[]
"['牙关紧闭', '痘疮', '阳气虚寒']",[]
"['动胎', '血亏', '盗汗', '心神惊悸', '阴虚', '久不愈', '怔忡不宁', '精滑', '疟痢', '日晡潮热']",[]
"['难产', '血亏', '腹内痛', '痘疮', '凝滞']","[['痘疮', '凝滞']]"
"['产后', '肚腹痛', '遍身壮热', '难产', '涩', '血亏', '血亏', '气血', '胎衣不下', '精神不守', '无力', '恍惚', '经前腹痛', '阴虚', '经行无定期', '怔忡不宁', '血下少', '弦数', '脾肾不足']","[['难产', '涩'], ['难产', '胎衣不下'], ['肚腹痛', '遍身壮热'], ['产后', '遍身壮热'], ['产后', '肚腹痛'], ['产后', '肚腹痛', '遍身壮热']]"
"['饮食不下', '饮食不下', '干呕', '干呕', '干呕', '疟', '妊娠呕恶冲逆', '霍乱', '气滞', '作痛', '胸膈', '胀满', '痞积', '食滞', '痘疹', '吐利', '中满', '伤胃']","[['饮食不下', '干呕'], ['干呕', '妊娠呕恶冲逆']]"
"['身疼', '心腹疼痛', '月经后期', '血下少', '气血虚', '精血亏损']","[['月经后期', '血下少']]"
['气血'],[]
"['寒邪', '气血虚弱', '血下少', '产后感风伤寒']",[]
"['产后', '遍身壮热', '寒热', '中风', '元气虚惫', '疟', '恍惚', '有汗', '阴虚', '怔忡不宁', '失色', '血不养筋']","[['产后', '遍身壮热'], ['产后', '中风'], ['产后', '寒热']]"
"['肚腹痛', '心腹胀', '气滞', '疝气', '经前腹痛', '肠鸣', '气滞不行', '胁胀痛']","[['气滞', '经前腹痛']]"
"['产后', '饮食不下', '干呕', '心腹疼痛', '四肢逆冷', '阳气虚寒']","[['产后', '饮食不下'], ['饮食不下', '干呕'], ['产后', '干呕'], ['产后', '饮食不下', '干呕']]"
"['产后', '遍身壮热', '寒热', '寒邪', '外感', '潮热', '阴虚', '寒热如疟', '热入血室', '燥渴']","[['产后', '遍身壮热'], ['产后', '寒热']]"
