症状,亲友团
皮肤瘙痒,"['血风劳', '头痛', '头目眩晕', '上攻', '言语謇涩', '四肢急掣', '眩晕', '身疼', '热毒', '耳内虚鸣', '半身不遂', '脚手痹顽', '头面肿满', '四肢痠痛', '遍身麻痹']"
胁胀痛,"['产后', '干呕', '肚腹痛', '饮食不下', '头痛', '涩', '大小便不通', '心腹胀', '疟', '气滞', '潮热', '口苦', '疳', '气壅', '脉弦']"
胁胀,"['肚腹痛', '产后', '月经不调', '赤白带下', '口干', '眩晕', '脉弦数', '经前腹痛', '月经先期', '舌质红', '多怒', '干呕', '遍身壮热', '寒热', '血崩']"
脾胃虚寒,"['妊娠', '饮食不下', '干呕', '肚腹痛', '痢不止', '不育', '结生瘕聚', '宿食不消', '咳嗽', '口干', '腹中疼痛', '渐渐羸瘦', '肢体怠情', '妇人血气', '霍乱']"
气怒肺热,"['咳嗽', '咯痰带血', '吐血不止', '口干', '衄血', '干呕', '血崩', '口臭', '声哑', '遍身壮热', '心神多躁', '崩中漏下', '喘促', '大小便不通', '烦愦']"
脾胃冷弱,"['干呕', '饮食不下', '痢不止', '霍乱', '小腿转筋', '疼痛', '腹中疼痛', '结生瘕聚', '不和', '冷气', '攻刺', '少腹苦痛', '腹胁刺痛', '上盛', '中焦']"
脉软,"['涩', '产后', '肚腹痛', '不育', '崩中漏下', '妊娠', '饮食不下', '寒热', '口干', '痢不止', '心神多躁', '烦愦', '恶露未尽', '多倦', '寒邪']"
面色苍白,"['心神惊悸', '气短', '眩晕', '舌质淡', '饮食不下', '肚腹痛', '月经不调', '痢不止', '舌苔花白', '四肢逆冷', '小儿胎寒', '妊娠', '月经过多', '带下', '头目眩晕']"
齿痛,"['头痛', '咳嗽', '痢不止', '伤寒', '肚腹痛', '赤白带下', '大小便不通', '遍身壮热', '疟', '腰痛', '吐泻', '疳', '产后', '干呕', '寒热']"
成胎,"['月经不调', '饮食不下', '渐渐羸瘦', '肌体羸瘦', '崩中漏下', '赤白带下', '带下', '盗汗', '五劳', '下元虚冷', '行步艰难', '产后', '月经不通', '寒热', '月经过多']"
白淫,"['小便浊败', '带下', '元气虚惫', '饮食不下', '月经不调', '口干', '伤寒', '肌体羸瘦', '心神多躁', '崩中漏下', '阴中冷', '胁痛', '怒郁伤肝', '产后', '咳嗽']"
搔痒,"['不止', '丹疹', '头痛', '血风劳', '痈', '耳内虚鸣', '瘰疬', '月经不通', '寒热', '咳嗽', '头目眩晕', '心神多躁', '疮疥', '风湿脚气', '脚手痹顽']"
气刺,"['干呕', '饮食不下', '疼痛', '产后', '痢不止', '肚腹痛', '月经不调', '头痛', '血气冲心痛', '妊娠', '月经不通', '遍身壮热', '寒热', '口干', '伤寒']"
血痢,"['产后', '肚腹痛', '赤白痢', '头痛', '赤白带下', '不止', '大小便不通', '痔漏', '饮食不下', '咳嗽', '难产', '涩', '疟', '热毒', '腹内痛']"
产后霍乱吐泻,"['饮食不下', '虚烦', '四肢逆冷', '小腿转筋', '妊娠', '肚腹痛', '不止', '腹中疼痛', '心神多躁', '烦愦', '心腹疼痛', '腹中', '霍乱', '心腹多痛', '烦躁']"
产后淋痛,"['肚腹痛', '下痢', '寒热', '痢不止', '身疼', '恶露未尽', '多倦', '五劳', '淋证', '饮食不下', '月经过多', '肌体羸瘦', '元气虚惫', '心腹疼痛', '腰痛']"
肛出,"['痢不止', '疝气', '咳嗽', '血气冲心痛', '肠风', '脓血', '头痛', '赤白带下', '中风', '月经过多', '疼痛', '伤寒', '不止', '结生瘕聚', '疟']"
心神不宁,"['产后', '言语謇涩', '心神惊悸', '饮食不下', '月经不调', '肢体怠情', '面色黄青', '壮热', '惊悸', '面目青黑', '风邪', '惊胎', '癫痫', '身凉', '如见鬼神']"
心虚,"['产后', '饮食不下', '烦愦', '恍惚', '妊娠', '眩晕', '结生瘕聚', '心热', '寒热', '咳嗽', '口干', '痢不止', '多倦', '盗汗', '妊娠呕恶冲逆']"
臁疮,"['疮疥', '痈疽发背', '咳嗽', '痈', '瘰疬', '疖', '乳痈', '偏正头风', '阴蚀疮', '肿毒', '无名肿毒', '产后', '月经不调', '赤白带下', '痢不止']"
口臭,"['口烂', '带下', '吐血不止', '干呕', '肚腹痛', '口干', '月经过多', '疼痛', '头目眩晕', '血风劳', '血崩', '恶心', '骨蒸潮热', '面色苍黄', '眼赤']"
湿痰下注,"['带下', '干呕', '痰饮', '流注', '产后', '饮食不下', '头痛', '赤白带下', '眩晕', '结生瘕聚', '妊娠呕恶冲逆', '胸中胀满', '痈', '乳痈', '痞积']"
吐痰,"['咳嗽', '饮食不下', '产后', '口干', '痢不止', '元气虚惫', '痰饮', '盗汗', '哮喘', '干呕', '月经不调', '赤白带下', '难产', '腹中疼痛', '喘促']"
带下五色,"['饮食不下', '渐渐羸瘦', '月经不调', '月经过多', '不止', '崩中漏下', '肢体怠情', '淋沥不断', '腹内痛', '冲任不固', '脐腹', '下元虚冷', '月经不通', '赤白带下', '腹中疼痛']"
传尸,"['饮食不下', '月经不调', '咳嗽', '赤白带下', '干呕', '五劳', '骨蒸潮热', '腹内', '血块', '肠风', '疳', '水肿', '痔漏', '瘦弱', '山岚瘴气']"
冷劳,"['饮食不下', '肌体羸瘦', '痢不止', '面色黄青', '产后', '带下', '渐渐羸瘦', '心腹疼痛', '肢节无力', '月经不通', '月经不调', '两胁闷痛', '干呕', '遍身壮热', '寒热']"
内火暗动,"['产后', '饮食不下', '盗汗', '潮热', '月经不调', '寒热', '口干', '带下', '言语謇涩', '肢体怠情', '四肢急掣', '虚劳', '漏血不止', '面目青黑', '面色发红']"
有块,"['心腹胀', '饮食不下', '月经不通', '月经不调', '产后', '干呕', '肚腹痛', '涩', '结生瘕聚', '恶心', '妇人血气', '面无色', '胸膈', '瘀血', '吞酸']"
淋漓,"['带下', '饮食不下', '赤白带下', '肌体羸瘦', '大小便不通', '烦躁', '漏血不止', '疳', '四肢逆冷', '产后', '妊娠', '干呕', '遍身壮热', '口干', '痢不止']"
满闷,"['产后', '喘促', '虚劳', '上气', '饮食不下', '肚腹痛', '月经不通', '咳嗽', '伤寒', '结生瘕聚', '恶露未尽', '烦热', '神昏', '气滞不行', '妊娠']"
疔疮,"['痈疽发背', '痈', '产后', '热毒', '疮疥', '风湿脚气', '月经不通', '头痛', '咳嗽', '偏正头风', '疖', '无名肿毒', '干呕', '赤白带下', '疼痛']"
血下,"['妊娠', '产后', '动胎', '疼痛', '不止', '肚腹痛', '脐腹', '干呕', '寒热', '赤白带下', '口干', '血崩', '恶露未尽', '腹中', '脐腹冷痛']"
血虚发热,"['产后', '遍身壮热', '盗汗', '自汗', '月经不调', '头痛', '血亏', '口烂', '内热', '怔忡不宁', '肚腹痛', '月经不通', '寒热', '咳嗽', '口干']"
产后儿枕,"['肚腹痛', '不止', '产后', '寒热', '痢不止', '疼痛', '不育', '腹中疼痛', '元气虚惫', '结生瘕聚', '心腹疼痛', '恶露不下', '疝气', '脓血', '上盛']"
产后虚热,"['头痛', '头目眩晕', '遍身壮热', '寒热', '咳嗽', '饮食不下', '干呕', '恶露未尽', '疟', '风湿脚气', '感冒', '脉浮', '寒热如疟', '口干', '伤寒']"
遍身麻痹,"['四肢急掣', '头目眩晕', '血风劳', '言语謇涩', '产后', '头痛', '身疼', '上攻', '皮肤瘙痒', '寒邪', '生疮', '肌黄形瘦', '四肢痠痛', '痰盛', '行步艰难']"
乳岩,"['产后', '乳痈', '疼痛', '痈', '月经不调', '遍身壮热', '血亏', '肿痛', '瘰疬', '红肿', '月经不通', '带下', '结生瘕聚', '烦愦', '肢体怠情']"
肺痿,"['寒热', '咳嗽', '伤寒', '盗汗', '吐血不止', '虚劳', '骨蒸潮热', '咯痰带血', '产后', '遍身壮热', '口干', '肌体羸瘦', '血崩', '元气虚惫', '结生瘕聚']"
腹内积聚,"['月经不通', '寒热', '不育', '肌体羸瘦', '渐渐羸瘦', '结生瘕聚', '饮食不下', '干呕', '疼痛', '元气虚惫', '无力', '漏血不止', '膨胀腹满', '惊悸', '风邪']"
心中愦闷,"['干呕', '饮食不下', '多睡', '妊娠呕恶冲逆', '眩晕', '头目眩晕', '阴寒', '汗出', '妊娠', '动胎', '月经过多', '心腹疼痛', '面色苍黄', '举体沉重', '四肢沉重']"
反胃,"['干呕', '饮食不下', '结生瘕聚', '产后', '月经不通', '赤白带下', '霍乱', '气膈', '肚腹痛', '头痛', '咳嗽', '中风', '月经过多', '痢不止', '多倦']"
有痰,"['咳嗽', '产后', '遍身壮热', '头痛', '寒邪', '干呕', '饮食不下', '肚腹痛', '寒热', '元气虚惫', '多倦', '肢体怠情', '盗汗', '胸中胀满', '感冒']"
手足清冷,"['产后', '饮食不下', '干呕', '肚腹痛', '头痛', '不育', '言语謇涩', '腰痛', '阴寒', '半身不遂', '面目青黑', '不和', '举体沉重', '月经不通', '月经不调']"
腿疼,"['疼痛', '结生瘕聚', '产后', '赤白带下', '腰痠', '饮食不下', '干呕', '月经不通', '咳嗽', '痢不止', '肌体羸瘦', '崩中漏下', '肢体怠情', '腰痛', '吐血不止']"
发渴,"['产后', '寒热', '头痛', '口干', '饮食不下', '干呕', '遍身壮热', '盗汗', '烦躁', '痢不止', '疼痛', '眩晕', '难产', '腹中疼痛', '元气虚惫']"
眼涩,"['寒热', '口干', '饮食不下', '干呕', '头痛', '多睡', '面色发红', '眩晕', '盗汗', '精神不守', '产后', '月经不通', '月经不调', '头目眩晕', '血风劳']"
热甚,"['伤寒', '妊娠', '咳嗽', '痢不止', '热毒', '痈', '惊悸', '肠风', '疳', '惊风', '口烂', '产后', '饮食不下', '月经不通', '遍身壮热']"
子烦,"['妊娠', '烦愦', '动胎', '不安', '干呕', '口干', '心神惊悸', '内热', '产后', '头痛', '痢不止', '难产', '血亏', '妊娠呕恶冲逆', '自汗']"
赤白带,"['小便浊败', '湿热', '元气虚惫', '结生瘕聚', '五劳', '产后', '月经不调', '遍身壮热', '赤白带下', '口干', '月经过多', '疼痛', '带下', '不育', '心神多躁']"
嗳气,"['饮食不下', '妊娠', '干呕', '肚腹痛', '饱胀', '咳嗽', '霍乱', '气滞', '吞酸', '口淡', '遍身壮热', '头痛', '月经过多', '痢不止', '伤寒']"
劳疾,"['饮食不下', '月经不调', '咳嗽', '寒热', '元气虚惫', '月经不通', '赤白带下', '结生瘕聚', '疟', '盗汗', '肠风', '产后', '干呕', '头痛', '动胎']"
劳瘵,"['咳嗽', '产后', '月经不通', '遍身壮热', '赤白带下', '中风', '血海干涸', '饮食不下', '肚腹痛', '痢不止', '伤寒', '眩晕', '血崩', '结生瘕聚', '心腹疼痛']"
气不升降,"['饮食不下', '干呕', '头目眩晕', '痰饮', '上盛', '眩晕', '胸中胀满', '产后', '肚腹痛', '月经不调', '中风', '口干', '痢不止', '肢体怠情', '恶心']"
血蛊,"['月经不通', '胀满', '结生瘕聚', '咳嗽', '月经过多', '血结', '瘀血', '肠风', '食积', '血瘕', '气块', '跌仆', '气蛊', '肚腹痛', '赤白带下']"
翳膜,"['羞明', '涩', '热毒', '赤眼肿痛', '上攻', '拳毛倒睫', '口干', '血风劳', '偏正头风', '眼赤', '视物不明', '攀睛胬肉', '产后', '饮食不下', '月经不通']"
冷痛,"['产后', '饮食不下', '寒热', '咳嗽', '肌体羸瘦', '腹中疼痛', '元气虚惫', '面色黄青', '食积', '带下不止', '干呕', '月经不调', '头痛', '赤白带下', '动胎']"
怯弱,"['饮食不下', '月经不调', '寒热', '头目眩晕', '干呕', '气血', '夜寐不安', '肚腹痛', '口干', '痢不止', '不育', '眩晕', '崩中漏下', '肢体怠情', '盗汗']"
拘挛,"['产后', '中风', '疼痛', '涩', '渐渐羸瘦', '偏枯', '饮食不下', '干呕', '伤寒', '血风劳', '身疼', '痈', '五劳', '风湿脚气', '诸风瘫痪']"
搐搦,"['胎风', '产后', '中风', '肚腹痛', '口干', '口急', '背项强直', '半身不遂', '身如角弓反张', '惊风', '直视', '月经不调', '遍身壮热', '寒热', '头痛']"
水泻,"['肚腹痛', '痢不止', '咳嗽', '伤寒', '疟', '赤白痢', '产后', '头痛', '血气冲心痛', '山岚瘴气', '遍身壮热', '身疼', '恶心', '阴寒', '吐泻']"
热痛,"['产后', '遍身壮热', '口干', '吐血不止', '潮热', '脉弦数', '子淋', '妊娠', '月经不调', '寒热', '头痛', '咳嗽', '痢不止', '伤寒', '头目眩晕']"
痒痛,"['饮食不下', '生疮', '干呕', '月经不调', '寒热', '头目眩晕', '血风劳', '结生瘕聚', '疮疥', '上攻', '痔疮', '遍身壮热', '咳嗽', '肌体羸瘦', '渐渐羸瘦']"
精神恍惚,"['元气虚惫', '产后', '痢不止', '产后百损', '盗汗', '不睡', '中热', '饮食不下', '肚腹痛', '月经不通', '寒热', '赤白带下', '口干', '眩晕', '头目眩晕']"
结块,"['干呕', '月经不通', '饮食不下', '寒热', '头痛', '心腹疼痛', '产后', '肚腹痛', '腹中疼痛', '结生瘕聚', '肢体怠情', '妇人血气', '产后恶露不尽', '食积', '膨胀']"
色淡,"['月经不调', '舌质淡', '月经后期', '产后', '饮食不下', '血亏', '精神不守', '舌苔花白', '经水涩少', '头痛', '口干', '不育', '阴中冷', '四肢肿', '脉浮']"
血衰,"['月经不调', '气短促', '气盛', '产后', '寒热', '口干', '眩晕', '血崩', '崩中漏下', '不乳出', '脉涩不行', '饮食不下', '遍身壮热', '赤白带下', '咳嗽']"
产后败血攻刺,"['腹中疼痛', '肚腹痛', '疼痛', '心腹疼痛', '产后', '月经不通', '月经不调', '寒热', '中风', '口干', '眩晕', '头目眩晕', '不止', '血崩', '结生瘕聚']"
妊娠小便不利,"['眩晕', '阴寒', '水肿', '妊娠', '涩', '心神多躁', '大小便不通', '心腹胀', '脐腹冷痛', '湿热', '举体沉重', '闷乱', '小腿转筋', '腹大', '苔白腻']"
身凉,"['面目青黑', '肚腹痛', '痢不止', '伤寒', '四肢急掣', '自汗', '寒热', '不育', '腹中', '小便利数', '精神不守', '壮热', '血结', '惊胎', '惊风']"
心胸噎闷,"['饮食不下', '头目眩晕', '产后', '干呕', '肢节无力', '妊娠', '口干', '身疼', '壮热', '寒热', '头痛', '赤白带下', '咳嗽', '月经过多', '伤寒']"
心腹攻刺作疼,"['产后', '恶露不下', '饮食不下', '干呕', '月经不调', '烦愦', '疼痛', '不止', '血风劳', '痰饮', '产后气虚', '冷气', '腹胁刺痛', '腰腿无力', '血闷冲心']"
九种心痛,"['结生瘕聚', '干呕', '饮食不下', '黄疸', '月经不通', '月经不调', '渐渐羸瘦', '冷气', '食积', '五淋', '顽痹', '反胃', '不乐', '痞塞', '肚腹痛']"
腹内冷疼,"['饮食不下', '干呕', '月经不调', '痢不止', '疼痛', '带下', '面色黄青', '霍乱', '冷气', '疝气', '小腿转筋', '脾胃冷弱', '产后', '妊娠', '寒热']"
腰重冷痛,"['产后', '饮食不下', '肚腹痛', '月经不调', '头痛', '口干', '头目眩晕', '渐渐羸瘦', '恶露未尽', '痈', '耳内虚鸣', '夜寐不安', '骨疼', '行步艰难', '干呕']"
腿膝,"['妊娠', '饮食不下', '行步艰难', '月经不调', '赤白带下', '疼痛', '闷喘', '产后', '干呕', '血风劳', '渐渐羸瘦', '恶露未尽', '盗汗', '腰痛', '口急']"
脉沉而迟,"['舌苔花白', '舌质淡', '月经后期', '产后', '饮食不下', '阴寒', '精神不守', '妊娠', '肚腹痛', '遍身壮热', '涩', '恶露不下', '面无色', '寒湿', '膨胀腹满']"
脉缓,"['妊娠', '舌苔花白', '不止', '涩', '小便利数', '产后', '干呕', '月经不调', '遍身壮热', '痢不止', '四肢拘挛', '舌质淡', '腰痠', '肾虚', '口不渴']"
脉数而涩,"['产后', '头痛', '血亏', '口烂', '舌质淡', '妊娠', '饮食不下', '遍身壮热', '崩中漏下', '肢体怠情', '精神不守', '气血虚弱', '烦渴', '不和', '眼赤']"
咽喉闭塞,"['小儿惊痫', '痢不止', '痈疽发背', '头痛', '赤白带下', '疟', '疮疥', '疳', '口烂', '耳聋', '瘰疬', '山岚瘴气', '咽喉单双蛾', '干呕', '肚腹痛']"
子宫虚惫,"['月经过多', '妊娠', '动胎', '气血虚弱', '月经不调', '赤白带下', '肌体羸瘦', '气短促', '淋沥不断', '凑心', '胎干', '不安欲堕', '产后', '饮食不下', '干呕']"
不得安卧,"['妊娠', '头痛', '气短促', '四肢烦疼', '烦热', '产后', '咳嗽', '中风', '口干', '头目眩晕', '不止', '小便利数', '心神烦热', '饮食不下', '干呕']"
不乐,"['饮食不下', '月经不调', '渐渐羸瘦', '多倦', '恍惚', '干呕', '面无色', '产后', '眩晕', '结生瘕聚', '多睡', '四肢痠痛', '心忪', '五淋', '九种心痛']"
干嗽,"['盗汗', '咯痰带血', '月经不通', '咳嗽', '口干', '血亏', '骨蒸潮热', '产后', '月经不调', '痢不止', '伤寒', '肌体羸瘦', '吐血不止', '精神不守', '阴虚']"
寒多热少,"['妊娠', '疟', '头痛', '口干', '口苦', '脉弦', '寒热', '动胎', '伤寒', '头目眩晕', '涩', '心神多躁', '寒邪', '脉弦数', '七情内伤']"
湿痹,"['寒邪', '产后', '月经不调', '头痛', '赤白带下', '中风', '腹中疼痛', '结生瘕聚', '耳聋', '饮食不下', '干呕', '咳嗽', '头目眩晕', '心腹胀', '阴寒']"
停滞,"['产后', '瘀血', '食积', '饮食不下', '肚腹痛', '寒热', '痢不止', '恶露未尽', '胀满', '风邪', '流注', '肚腹膨胀', '邪气', '干呕', '月经不调']"
无名肿毒,"['赤白带下', '咳嗽', '痈', '痈疽发背', '月经不调', '瘰疬', '头痛', '痢不止', '伤寒', '疮疥', '小便浊败', '风湿脚气', '寒湿', '疝气', '疖']"
